effusive	effusion @@ive
cleverly	clever @@ly
unkind	un @@kind
etymologist	etymology @@ist
declamatory	declamation @@ory
bindery	bind @@ery
artistry	artist @@ry
insured	insured
cellar	cellar
bawd	bawd
comfy	comfortable @@y
tine	tine
nameless	name @@less
initiate	initiate
insolence	insolent @@ence
whiskers	whiskers
noninterference	non @@interference
refill	refill
bellyful	belly @@ful
antacid	antacid
hideousness	hideous @@ness
relief	relieve
parsimoniousness	parsimonious @@ness
tiresomely	tiresome @@ly
flitch	flitch
twiggy	twig @@y
aide	aide
federalist	Federalist
knoll	knoll
roomer	room @@er
shutter	shutter
pretentiously	pretentious @@ly
incurably	incurable @@ly
abjuration	abjure @@ation
hedgehopper	hedgehop @@er
scarab	scarab
braggadocio	braggadocio
lidless	lid @@less
pouf	pouf
continuity	continuous @@ity
heal	heal
equator	equate @@or
simulation	simulate @@ion
substantive	substantive
spanner	span @@er
warrantor	warrant @@or
withering	withering
dispensation	dispense @@ation
singular	singular
suitor	suit @@or
cruet	cruet
satrap	satrap
delicacy	delicate @@cy
hag	hag
travelling	travelling
chic	chic
yeast	yeast
tontine	Tonti @@ine
muskiness	musky @@ness
jewelled	jewel @@ed
deprecation	deprecate @@ion
standoffishly	standoffish @@ly
proof	proof
hunch	hunch
anonymous	anonym @@ous
nightmarishly	nightmarish @@ly
wring	wring
laze	laze
tidy	tidy
brisk	brisk
cabaret	cabaret
realistic	realist @@ic
allusive	allusion @@ive
stole	stole
swatter	swat @@er
semaphore	semaphore
cab	cab
lecherousness	lecherous @@ness
agelessness	ageless @@ness
unquestioning	un @@questioning
troth	troth
itch	itch
survey	survey
significative	signification @@ive
corrective	corrective
travesty	travesty
impurity	impure @@ity
undercurrent	under @@current
introductory	introduction @@ory
splodge	splodge
literally	literal @@ly
refrigeration	refrigerate @@ion
threateningly	threatening @@ly
wandering	wandering
strategist	strategy @@ist
inclusive	inclusion @@ive
cruise	cruise
squeeze	squeeze
phaeton	phaeton
fabrication	fabricate @@ion
inestimable	in @@estimable
reach	reach
spastic	spastic
huntress	hunter @@ess
brae	brae
lamprey	lamprey
fumbler	fumble @@er
surrey	surrey
noncontributory	non @@contributory
default	de @@fault
failing	failing
seemingly	seeming @@ly
cliched	cliche @@ed
biltong	biltong
bran	bran
causelessly	causeless @@ly
poised	poised
illusionist	illusion @@ist
involuntarily	involuntary @@ly
inhuman	in @@human
footballer	football @@er
dribble	dribble
slithery	slither @@y
safecracker	safe @@crack @@er
shorts	short @@s
supperless	supper @@less
purport	purport
tobacconist	tobacco @@ist
algebraically	algebraic @@ally
mince	mince
outre	outre
extensiveness	extensive @@ness
liveried	livery @@ed
distress	distress
thrill	thrill
monotonous	monotony @@ous
aphrodisiac	aphrodisiac
sometime	sometime
regretfully	regretful @@ly
strangle	strangle
genie	genie
retort	retort
spurt	spurt
chopper	chop @@er
vibration	vibrate @@ion
commune	commune
marriage	marry @@age
professedly	professed @@ly
predeterminer	pre @@determiner
abilities	abilities
beach	beach
parch	parch
butt	butt
accidental	accident @@al
occupy	occupy
discrepancy	discrepant @@ancy
naval	navy @@al
posturing	posturing
basely	base @@ly
seedsman	seed @@s @@man
inauspicious	in @@auspicious
prink	prink
audition	audit @@ion
perfidious	perfidy @@ous
gunner	gun @@er
muddy	muddy
uppish	up @@ish
callowness	callow @@ness
millionth	millionth
turn	turn
syringe	syringe
solar	solar
hundredth	hundredth
diabolically	diabolical @@ly
nullity	null @@ity
seriatim	seriatim
malarial	malaria @@al
singe	singe
gaggle	gaggle
broadly	broad @@ly
midwifery	midwife @@ery
undertaking	undertaking
confectionery	confection @@ery
salivary	saliva @@ary
ruinous	ruin @@ous
ungainliness	ungainly @@ness
sprite	sprite
gorgeousness	gorgeous @@ness
crotchety	crotchet @@y
habitat	habitat
strumpet	strumpet
surplus	surplus
aeration	aerate @@ion
refulgence	refulgent @@ence
simoon	simoon
occupier	occupy @@er
beaut	beaut
plump	plump
rape	rape
screamingly	scream @@ing @@ly
tumescence	tumescent @@ence
dodderingly	doddering @@ly
indissoluble	in @@dissoluble
dredger	dredge @@er
pettiness	petty @@ness
mope	mope
bifocals	bifocal @@s
mistrust	mis @@trust
androgynous	androgyne @@ous
walker	walk @@er
longish	long @@ish
precipitousness	precipitous @@ness
witticism	witty @@ism
traditionalist	traditionalism @@ist
corny	corn @@y
aitch	aitch
streaky	streak @@y
shop	shop
softy	soft @@y
boots	boots
this	this
psychoanalytical	psychoanalysis @@ical
depressive	depression @@ive
riotousness	riotous @@ness
work	work
overstuffed	over @@stuffed
exiguousness	exiguous @@ness
wreathe	wreath
adroitly	adroit @@ly
years	years
metaphor	metaphor
fitful	fit @@ful
pax	pax
tattle	tattle
subnormal	sub @@normal
amaze	amaze
woollens	woollen @@s
meddlesome	meddle @@some
helm	helm
gulp	gulp
immediacy	immediate @@cy
sectional	section @@al
clandestinely	clandestine @@ly
recompense	recompense
provider	provide @@er
elementarily	elementary @@ly
ruminative	rumination @@ive
patten	patten
journalistically	journalistic @@ally
alcoholism	alcohol @@ism
bulldozer	bulldoze @@er
lip	lip
undated	un @@dated
elfishness	elfish @@ness
enraged	enraged
synchronize	synchronous @@ize
cam	cam
washable	wash @@able
tactful	tact @@ful
outwear	out @@wear
borzoi	borzoi
knowledgeably	knowledgeable @@ly
peelings	peeling @@s
adversely	adverse @@ly
vector	vector
smoocher	smooch @@er
glimmer	glimmer
ceremonial	ceremonial
hang	hang
suggest	suggest
scrag	scrag
lusty	lust @@y
contemptibly	contemptible @@ly
indent	in @@dent
scurry	scurry
prorogation	prorogue @@ation
stagily	stagy @@ly
bar	bar
stonily	stony @@ly
dividers	divide @@er @@s
unrestrained	un @@restrained
lurcher	lurch @@er
serenely	serene @@ly
narcissist	narcissism @@ist
gossip	gossip
chilly	chill @@y
telegraphist	telegraph @@ist
scoff	scoff
immensity	immense @@ity
timeless	time @@less
conic	cone @@ic
mahout	mahout
thankless	thank @@less
nervelessly	nerveless @@ly
wound	wound
incisive	incision @@ive
fowler	fowl @@er
milkiness	milky @@ness
afloat	afloat
cricket	cricket
unhappy	un @@happy
vitamin	vitamin
crowd	crowd
utmost	utmost
tumbrel	tumbrel
unrelentingly	unrelenting @@ly
reiteration	reiterate @@ion
motorize	motor @@ize
gluttony	glutton @@y
attire	attire
goodbye	goodbye
officiousness	officious @@ness
scour	scour
confab	confabulate
purgation	purge @@ation
refraction	refract @@ion
glean	glean
tattiness	tatty @@ness
disloyal	dis @@loyal
adequately	adequate @@ly
polarize	polar @@ize
tod	tod
canine	canine
scalar	scalar
canasta	canasta
hardy	hard @@y
gambling	gambling
warship	war @@ship
consulate	consul @@ate
fertilizer	fertilize @@er
cubical	cube @@ical
ponder	ponder
compression	compress @@ion
overmaster	over @@master
incision	incise @@ion
consistently	consistent @@ly
maize	maize
spoil	spoil
categorize	category @@ize
profligate	profligate
pitiably	pitiable @@ly
secretively	secretive @@ly
rustication	rusticate @@ion
concertedly	concerted @@ly
involved	involved
calf	calf
administration	administer @@ation
boorish	boor @@ish
villa	villa
swimming	swimming
punitive	punish @@ive
homelessness	homeless @@ness
unparalleled	un @@paralleled
lithograph	lithograph
umpire	umpire
raccoon	raccoon
raglan	raglan
dissimilarity	dissimilar @@ity
going	going
process	process
brutalization	brutalize @@ation
degeneracy	degenerate @@cy
invigilation	invigilate @@ion
crazily	crazy @@ly
practice	practise
trail	trail
monogamous	monogamy @@ous
discursiveness	discursive @@ness
appear	appear
chichi	chichi
ground	ground
specialization	specialize @@ation
mugger	mug @@er
buggered	buggered
interrogative	interrogation @@ive
protection	protect @@ion
peevishly	peevish @@ly
defame	de @@fame
protectionism	protection @@ism
residual	residue @@al
thoughtlessly	thoughtless @@ly
kilo	kilo
languorously	languorous @@ly
intolerable	in @@tolerable
subtitle	sub @@title
adaptation	adapt @@ation
marketability	marketable @@ity
institutionalize	institutional @@ize
beget	be @@get
unmistakable	un @@mistakable
lofty	loft @@y
serially	serial @@ly
inarticulateness	inarticulate @@ness
plainly	plain @@ly
investigator	investigate @@or
plutocratic	plutocrat @@ic
ambulant	amble @@ant
congruously	congruous @@ly
shell	shell
constructional	construction @@al
instinctively	instinctive @@ly
inflammation	inflame @@ation
misanthropy	misanthrope @@y
laughing	laughing
disfrock	dis @@frock
separability	separable @@ity
spore	spore
windy	wind @@y
destructive	destruction @@ive
mishit	mishit
blushingly	blushing @@ly
aeronautical	aeronaut @@ical
squib	squib
intentness	intent @@ness
unguarded	un @@guarded
aunt	aunt
barley	barley
uniqueness	unique @@ness
scandalmongering	scandalmonger @@ing
apache	apache
illumination	illuminate @@ion
mighty	mighty
snips	snips
dishearten	dis @@hearten
leggy	leg @@y
shortening	shortening
exhibitionism	exhibition @@ism
principal	principal
lividly	livid @@ly
picket	picket
footle	footle
similarly	similar @@ly
contumelious	contumely @@ous
which	which
electronics	electronic @@s
deletion	delete @@ion
morphemic	morpheme @@ic
detachedly	detached @@ly
hustler	hustle @@er
inexactness	inexact @@ness
quick	quick
late	late
unspeakable	un @@speakable
equivocally	equivocal @@ly
conversationalist	conversational @@ist
operative	operative
latter	latter
deodorant	deodorize @@ant
villain	villain
ton	ton
selection	select @@ion
humanities	humanity @@s
root	root
claw	claw
whin	whin
deceitfulness	deceitful @@ness
acclaim	acclaim
incorporate	in @@corporate
sorter	sort @@er
handiness	handy @@ness
dinginess	dingy @@ness
conjunct	conjunct
thirty	three @@ty
gigantically	gigantic @@ally
rehear	re @@hear
sublimation	sublimate @@ion
manicure	manicure
fosse	fosse
moot	moot
budding	budding
trustfully	trustful @@ly
primitive	primitive
catcall	catcall
bisexuality	bisexual @@ity
succour	succour
bedaub	be @@daub
gradualness	gradual @@ness
wonderingly	wonder @@ing @@ly
wily	wile @@y
sneering	sneering
glad	glad
spume	spume
basil	basil
spikenard	spikenard
jettison	jettison
interact	inter @@act
artiness	arty @@ness
roadworthiness	roadworthy @@ness
paraplegic	paraplegic
salutation	salute @@ation
glare	glare
vibrantly	vibrant @@ly
succubus	succubus
rurally	rural @@ly
verge	verge
dispossessed	dispossessed
straits	straits
runner	run @@er
staging	staging
gloatingly	gloat @@ing @@ly
shocker	shock @@er
incubation	incubate @@ion
telegrapher	telegraph @@er
wobbly	wobble @@y
lump	lump
charivari	charivari
talcum	talcum
dues	dues
greeting	greeting
basketry	basket @@ry
acquisitiveness	acquisitive @@ness
buoyant	buoy @@ant
distantly	distant @@ly
pinnace	pinnace
mass	mass
trivialize	trivial @@ize
humiliation	humiliate @@ion
subtly	subtle @@ly
anthropoid	anthropoid
fold	fold
declension	decline @@ion
betrayer	betray @@er
sighted	sight @@ed
pulchritudinous	pulchritude @@ous
essential	essence @@ial
limit	limit
colloquially	colloquial @@ly
formalist	formalist
howling	howling
spearhead	spearhead
respite	respite
transversely	transverse @@ly
unfurnished	un @@furnished
calm	calm
outsmart	out @@smart
fathomable	fathom @@able
gibbon	gibbon
incomprehension	in @@comprehension
clerihew	clerihew
grab	grab
placed	placed
indestructibility	indestructible @@ity
sexagenarian	sexagenary @@ian
adenoidally	adenoidal @@ly
diadem	diadem
squid	squid
preservative	preservation @@ive
indiscipline	in @@discipline
feel	feel
pitifulness	pitiful @@ness
joviality	jovial @@ity
tailless	tail @@less
stress	stress
scandalous	scandal @@ous
certifiable	certify @@able
arachnid	arachnid
milk	milk
bloke	bloke
son	son
dish	dish
communion	commune @@ion
overbear	over @@bear
swear	swear
loaf	loaf
tarantelle	tarantelle
despoil	de @@spoil
penitently	penitent @@ly
cynically	cynical @@ly
stinger	sting @@er
superstitiously	superstitious @@ly
nerves	nerves
unearthly	un @@earthly
pocket	pocket
submerged	submerged
interchange	inter @@change
lexical	lexicon @@al
commercially	commercial @@ly
lineage	line @@age
sedulously	sedulous @@ly
disassociate	dis @@associate
blasted	blasted
jaw	jaw
necessaries	necessary @@s
beggarliness	beggarly @@ness
lament	lament
bougainvillaea	bougainvillaea
donation	donate @@ion
thinness	thin @@ness
drum	drum
the	the
beloved	beloved
temperately	temperate @@ly
mollification	mollify @@ation
unthinkable	un @@thinkable
sequestered	sequestered
doge	doge
workableness	workable @@ness
indistinctness	indistinct @@ness
misinform	mis @@inform
chill	chill
obsolescence	obsolescent @@ence
weak	weak
cupping	cupping
concomitant	concomitant
weediness	weedy @@ness
piglet	pig @@let
total	total
beastliness	beastly @@ness
aisle	aisle
torpidness	torpid @@ness
midweek	midweek
communicant	communicate @@ant
conscript	conscript
tarnish	tarnish
hearken	hark @@en
revision	revise @@ion
chancellery	chancellor @@ery
makings	making @@s
billsticker	bill @@stick @@er
asthmatic	asthma @@ic
raucously	raucous @@ly
deem	deem
live	live
constrictor	constrict @@or
prebendary	prebend @@ary
floridly	florid @@ly
narcissus	narcissus
ceramics	ceramic @@s
validly	valid @@ly
foolhardiness	foolhardy @@ness
unconvincing	un @@convincing
smooth	smooth
lukewarmly	lukewarm @@ly
impatiently	impatient @@ly
anchoress	anchorite @@ess
tersely	terse @@ly
hysterics	hysteric @@s
fat	fat
enjoyably	enjoyable @@ly
snobbishly	snobbish @@ly
quietness	quiet @@ness
rateability	rateable @@ity
filmable	film @@able
satanically	satanic @@ally
gown	gown
depiction	depict @@ion
minim	minim
effeminately	effeminate @@ly
bull	bull
affluence	affluent @@ence
pyre	pyre
studio	studio
conductivity	conductive @@ity
swot	swot
satirical	satire @@ical
communicably	communicable @@ly
disputable	dispute @@able
agriculturalist	agricultural @@ist
servility	servile @@ity
maverick	maverick
plainswoman	plain @@s @@woman
fictitiously	fictitious @@ly
stanch	stanch
illustrative	illustration @@ive
crossover	cross @@over
coincidental	coincidence @@al
newscaster	newscast @@er
onus	onus
constitutionalize	constitutional @@ize
warble	warble
multitudinousness	multitudinous @@ness
gladness	glad @@ness
backbreakingly	backbreaking @@ly
pylon	pylon
pupa	pupa
duplicator	duplicate @@or
server	serve @@er
lamplighter	lamp @@light @@er
quavery	quaver @@y
bottleful	bottle @@ful
ferociousness	ferocious @@ness
drown	drown
toneless	tone @@less
carcass	carcass
suet	suet
belay	belay
legibility	legible @@ity
bullheadedly	bullheaded @@ly
infection	infect @@ion
equate	equal @@ate
potheen	potheen
limp	limp
dryad	dryad
romanticize	romantic @@ize
namely	name @@ly
internationalization	internationalize @@ation
coke	coke
inhumanity	inhuman @@ity
curdle	curdle
parasitic	parasite @@ic
jumpily	jumpy @@ly
unstudied	un @@studied
jaws	jaws
nonflammable	non @@flammable
substitute	substitute
worthless	worth @@less
gorgeous	gorge @@ous
smallness	small @@ness
sloppily	sloppy @@ly
quintal	quintal
crank	crank
opprobriously	opprobrious @@ly
deadliness	deadly @@ness
cosset	cosset
thread	thread
crabby	crab @@y
blench	blench
crying	crying
steal	steal
snicker	snicker
secondly	second @@ly
jaggedly	jagged @@ly
inconvertible	in @@convertible
coup	coup
veterinarian	veterinary @@an
hatefulness	hateful @@ness
simper	simper
horrific	horrify @@ic
tuft	tuft
psychiatrist	psychiatry @@ist
daub	daub
carefulness	careful @@ness
festoon	festoon
twelfth	twelve @@th
theistic	theist @@ic
toad	toad
degenerate	degenerate
thirstily	thirsty @@ly
satanic	Satan @@ic
crabwise	crab @@wise
spryly	spry @@ly
doc	doctor
waken	wake @@en
checkmate	checkmate
brand	brand
deepen	deep @@en
rhomboidal	rhomboid @@al
factorize	factor @@ize
odds	odd @@s
grape	grape
mason	mason
harper	harp @@er
funniness	funny @@ness
lubricator	lubricate @@or
boldfaced	bold @@face @@ed
unpick	un @@pick
photographic	photograph @@ic
fatefully	fateful @@ly
anopheles	anopheles
alternatively	alternative @@ly
chord	chord
angel	angel
laurels	laurels
eff	eff
riveter	rivet @@er
trump	trump
backwardly	backward @@ly
insure	in @@sure
carburet	carburet
giant	giant
stainless	stain @@less
jerk	jerk
mountaineer	mountaineer
reparations	reparations
anthologized	anthologized
era	era
bounciness	bouncy @@ness
disfigure	dis @@figure
unsullied	un @@sullied
ribaldry	ribald @@ry
bolster	bolster
contest	contest
contraceptive	contraceptive
conditional	conditional
nightmarishness	nightmarish @@ness
scruffy	scruff @@y
soap	soap
arrest	arrest
muslin	muslin
overbid	overbid
phizog	phizog
greasy	grease @@y
oppressiveness	oppressive @@ness
leaseholder	leasehold @@er
finitely	finite @@ly
boomerang	boomerang
valid	valid
focal	focus @@al
heterosexual	heterosexual
goner	gone @@er
vagueness	vague @@ness
idealization	idealize @@ation
herbalist	herbal @@ist
reportage	report @@age
perjurer	perjure @@er
unrelenting	un @@relenting
unbeknownst	unbeknownst
lessee	lease @@ee
cubism	cube @@ism
eulogist	eulogy @@ist
patience	patient @@ence
shavings	shaving @@s
forecast	fore @@cast
liver	live @@er
spareness	spare @@ness
droppings	dropping @@s
choice	choice
ogreishly	ogreish @@ly
praline	praline
outweigh	out @@weigh
potentate	potent @@ate
freebooter	free @@boot @@er
thoroughness	thorough @@ness
speakable	speak @@able
restlessness	restless @@ness
sibylline	sibyl @@ine
misgovern	mis @@govern
sizing	size @@ing
unkindly	unkind @@ly
median	median
key	key
admiringly	admiring @@ly
incongruousness	incongruous @@ness
overall	over @@all
dative	dative
stoned	stoned
foreknow	fore @@know
signaller	signal @@er
rumble	rumble
pastor	pastor
technological	technology @@ical
fives	fives
contumeliously	contumelious @@ly
downheartedly	downhearted @@ly
burden	burden
mill	mill
logging	logging
tropics	tropics
pea	pea
mushy	mush @@y
disorient	dis @@orient
skewer	skewer
coequal	coequal
thinkable	think @@able
destructively	destructive @@ly
introduction	introduce @@ion
exogamous	exogamy @@ous
beech	beech
workable	work @@able
stupidity	stupid @@ity
fruition	fruit @@ion
unbecomingly	unbecoming @@ly
shrine	shrine
lisp	lisp
kinship	kin @@ship
syllogistic	syllogism @@ic
arbitrariness	arbitrary @@ness
earthy	earth @@y
mutely	mute @@ly
box	box
coastguardsman	coastguard @@s @@man
running	running
terminate	terminate
bitingly	biting @@ly
silvery	silver @@y
queerness	queer @@ness
eye	eye
squeamishly	squeamish @@ly
print	print
cornered	cornered
composedly	composed @@ly
indecorously	indecorous @@ly
stretch	stretch
arrack	arrack
monasticism	monastic @@ism
satyric	satyr @@ic
static	state @@ic
palmistry	palmist @@ry
boundary	bound @@ary
synchronization	synchronize @@ation
instate	in @@state
plate	plate
motherliness	motherly @@ness
ringer	ring @@er
regret	regret
sadistically	sadistic @@ally
faithless	faith @@less
shod	shod
measurable	measure @@able
alphabetical	alphabet @@ical
nurture	nurture
deliberation	deliberate @@ion
squirt	squirt
positional	position @@al
poisonously	poisonous @@ly
wretchedly	wretched @@ly
flute	flute
anything	anything
deliberate	deliberate
flightiness	flighty @@ness
conversational	conversation @@al
villainies	villainy @@s
revisionist	revisionism @@ist
fashionable	fashion @@able
applaud	applaud
superciliousness	supercilious @@ness
untenable	un @@tenable
qualification	qualify @@ation
opportunely	opportune @@ly
glider	glide @@er
acceptation	accept @@ation
congestion	congest @@ion
enrol	en @@roll
encounter	encounter
lea	lea
scene	scene
methanol	methanol
chirpy	chirp @@y
alert	alert
desegregate	de @@segregate
impulse	impulse
insertion	insert @@ion
creative	creation @@ive
praetorian	praetor @@ian
passionate	passion @@ate
mammal	mammal
modernism	modern @@ism
ponderable	ponder @@able
fourthly	fourth @@ly
reformatory	reformation @@ory
wrench	wrench
pain	pain
accrue	accrue
nope	nope
conception	conceive @@ion
preponderantly	preponderant @@ly
rondo	rondo
fifty	five @@ty
quietly	quiet @@ly
proposer	propose @@er
grasping	grasping
fiddling	fiddling
sinkable	sink @@able
harmlessly	harmless @@ly
clamour	clamour
extension	extend @@ion
introverted	introvert @@ed
pollen	pollen
smudge	smudge
epicurean	epicure @@an
gored	gore @@ed
submergence	submerge @@ence
concert	concert
squealer	squeal @@er
mad	mad
copulative	copulative
probate	probate
choosy	choose @@y
misadvise	mis @@advise
including	including
intermission	intermit @@ion
adorable	adore @@able
axle	axle
evaporate	e @@vapour @@ate
jugful	jug @@ful
helplessly	helpless @@ly
earthen	earth @@en
snipe	snipe
girlie	girl @@ie
bream	bream
glossy	gloss @@y
theatre	theatre
embarrassingly	embarrassing @@ly
modesty	modest @@y
usurer	usury @@er
quest	quest
extroversion	extrovert @@ion
dare	dare
rouble	rouble
ten	ten
psychiatrically	psychiatric @@ally
unalterably	un @@alterable @@ly
obscenely	obscene @@ly
following	following
fluoridize	fluoride @@ize
kirsch	kirsch
tastily	tasty @@ly
correlative	correlative
dispossess	dis @@possess
paring	paring
overly	over @@ly
leftist	leftist
despairingly	despairing @@ly
agglomeration	agglomerate @@ion
recovery	recover @@ery
idylic	idyll @@ic
darts	darts
pureness	pure @@ness
takings	taking @@s
venom	venom
intended	intended
cinch	cinch
ritualistically	ritualistic @@ally
sextette	sextette
perfectionist	perfection @@ist
gutturally	guttural @@ly
clinical	clinic @@al
perspicaciously	perspicacious @@ly
patchily	patchy @@ly
altruist	altruism @@ist
willingness	willing @@ness
barebacked	bareback @@ed
tenderness	tender @@ness
professorially	professorial @@ly
roost	roost
annunciation	announce @@ation
pacesetter	pace @@set @@er
maddening	maddening
nick	nick
leveller	level @@er
underlie	under @@lie
enormous	enormity @@ous
inaptness	inapt @@ness
funk	funk
alien	alien
sans	sans
scourge	scourge
flapper	flap @@er
unclaimed	un @@claimed
downstairs	downstairs
faithlessly	faithless @@ly
nought	nought
murderous	murder @@ous
observatory	observation @@ory
toffee	toffee
thoughtlessness	thoughtless @@ness
midway	midway
leakiness	leaky @@ness
absently	absent @@ly
fuller	full @@er
deceiver	deceive @@er
designate	designate
rake	rake
seethe	seethe
penetratively	penetrative @@ly
electrician	electricity @@ian
dacoity	dacoit @@y
diabetic	diabetes @@ic
crumbly	crumble @@y
scaffold	scaffold
testis	testis
account	account
chevron	chevron
inscription	inscribe @@ion
fitfully	fitful @@ly
ossification	ossify @@ation
carnally	carnal @@ly
starry	star @@y
separate	separate
payable	pay @@able
unsex	un @@sex
epic	epic
rebelliously	rebellious @@ly
narration	narrate @@ion
tolerantly	tolerant @@ly
nett	nett
vociferousness	vociferous @@ness
sneer	sneer
roughshod	roughshod
rueful	rue @@ful
circulation	circulate @@ion
perspicuously	perspicuous @@ly
subjectivity	subjective @@ity
popadum	popadum
metronome	metronome
flatten	flat @@en
tradesman	trade @@s @@man
thieve	thief
bracelets	bracelets
arresting	arresting
dauntless	daunt @@less
childishness	childish @@ness
sheer	sheer
operatic	opera @@ic
reft	bereft
generator	generate @@or
uneventfulness	uneventful @@ness
undock	un @@dock
hop	hop
thereunder	there @@under
progesterone	progesterone
neatly	neat @@ly
paunch	paunch
starkly	stark @@ly
cos	cos
cancel	cancel
beneficially	beneficial @@ly
hose	hose
marge	marge
stylist	style @@ist
stinginess	stingy @@ness
rhymed	rhymed
indecently	indecent @@ly
perniciousness	pernicious @@ness
rioter	riot @@er
legendary	legend @@ary
caressingly	caressing @@ly
crap	crap
frigidity	frigid @@ity
insecure	in @@secure
technically	technical @@ly
playfulness	playful @@ness
quarterly	quarterly
dominoes	dominoes
infirmity	infirm @@ity
incidence	incident @@ence
declaration	declare @@ation
reprovingly	reproving @@ly
readiness	ready @@ness
fratricidal	fratricide @@al
collected	collected
liable	liable
speciously	specious @@ly
pleasantness	pleasant @@ness
forward	forward
lunge	lunge
lastly	last @@ly
unionist	union @@ist
come	come
proud	proud
retrial	re @@trial
peculiarity	peculiar @@ity
festal	feast @@al
solicitor	solicit @@or
nescience	nescient @@ence
scantiness	scanty @@ness
scramble	scramble
incredibly	incredible @@ly
fiat	fiat
firmly	firm @@ly
said	said
incredible	in @@credible
unattached	un @@attached
trial	try @@al
unlawfully	unlawful @@ly
infertility	infertile @@ity
striated	striated
scrappy	scrap @@y
completely	complete @@ly
belt	belt
princess	prince @@ess
fifth	fifth
temptingly	tempting @@ly
emphatic	emphasis @@ic
attributive	attribute @@ive
encipher	en @@cipher
thievish	thief @@ish
informality	informal @@ity
miserliness	miserly @@ness
hanky	handkerchief @@y
wallop	wallop
underarm	under @@arm
snail	snail
curling	curling
jubilation	jubilate @@ion
locker	lock @@er
effects	effects
cohesion	cohere @@ion
pleach	pleach
eligibly	eligible @@ly
amoebic	amoeba @@ic
peremptorily	peremptory @@ly
voyeuristically	voyeuristic @@ally
soulfulness	soulful @@ness
organ	organ
more	more
rallentando	rallentando
presents	present @@s
cerise	cerise
thick	thick
location	locate @@ion
hieroglyphics	hieroglyphic @@s
refreshments	refreshments
socialization	socialize @@ation
halo	halo
eagerly	eager @@ly
feast	feast
viciousness	vicious @@ness
tube	tube
caviller	cavil @@er
casting	casting
thesaurus	thesaurus
plaice	plaice
fatherhood	father @@hood
wordiness	wordy @@ness
happen	happen
astride	astride
infirmary	infirm @@ary
quartering	quartering
springlike	spring @@like
slouching	slouching
detour	de @@tour
musketry	musket @@ry
astigmatic	astigmatism @@ic
teem	teem
supra	supra
wonted	wont @@ed
plight	plight
delightfully	delightful @@ly
beatifically	beatific @@ally
rally	rally
checker	check @@er
fours	fours
orphan	orphan
trust	trust
dash	dash
predominant	predominate @@ant
mantilla	mantilla
believably	believable @@ly
declarable	declare @@able
avowal	avow @@al
stomp	stomp
philistinism	philistine @@ism
patty	patty
immorality	immoral @@ity
preach	preach
malmsey	malmsey
asp	asp
unfortunate	unfortunate
sequel	sequel
tincture	tincture
eviscerate	e @@viscera @@ate
isolationist	isolationism @@ist
lineal	line @@al
shew	shew
sprawl	sprawl
fantastical	fantasy @@ical
disused	disuse @@ed
gullibly	gullible @@ly
amaryllis	amaryllis
brown	brown
flier	fly @@er
churlishness	churlish @@ness
muckraker	muckrake @@er
outlaw	out @@law
overwhelmingly	overwhelming @@ly
tidily	tidy @@ly
symbol	symbol
lakh	lakh
age	age
anna	anna
striking	striking
advantageous	advantage @@ous
theosophist	theosophy @@ist
orientalist	oriental @@ist
dowse	dowse
terminably	terminable @@ly
burnous	burnous
trope	trope
floral	flora @@al
tracked	track @@ed
straight	straight
crisscross	crisscross
evidence	evident @@ence
variableness	variable @@ness
unequalness	unequal @@ness
unalienable	un @@alienable
guilefully	guileful @@ly
delouse	de @@louse
meaningfulness	meaningful @@ness
lustiness	lusty @@ness
mattress	mattress
compactly	compact @@ly
pastrami	pastrami
redo	re @@do
squander	squander
reservation	reserve @@ation
scintillate	scintillate
puniness	puny @@ness
admirably	admirable @@ly
dishorn	dis @@horn
spice	spice
substratum	sub @@stratum
pontificals	pontifical @@s
beam	beam
trachoma	trachoma
philanthropically	philanthropic @@ally
costumier	costume @@ier
venomed	venom @@ed
olden	old @@en
frightening	frightening
etiolation	etiolate @@ion
sweep	sweep
elucidatory	elucidation @@ory
separable	separate @@able
complementary	complement @@ary
convoy	convoy
rodeo	rodeo
gratuitous	gratuity @@ous
gondolier	gondola @@ier
curio	curio
jaundiced	jaundiced
tidiness	tidy @@ness
jaundice	jaundice
impishness	impish @@ness
dazedly	daze @@ed @@ly
impromptu	impromptu
porker	pork @@er
narcotic	narcotic
seneschal	seneschal
ancient	ancient
planking	planking
chiffon	chiffon
surrealist	surrealism @@ist
perm	perm
unhealthy	un @@healthy
expenses	expenses
japan	japan
dumpiness	dumpy @@ness
slacken	slack @@en
zoological	zoology @@ical
misdemean	mis @@demean
creole	creole
military	military
sea	sea
telegraphy	telegraph @@y
philosophic	philosophy @@ic
lamp	lamp
shoal	shoal
inconspicuously	inconspicuous @@ly
locomotive	locomotive
decarbonize	de @@carbonize
scribble	scribble
vixenish	vixen @@ish
lewdly	lewd @@ly
wand	wand
cajole	cajole
apparel	apparel
groundlessly	groundless @@ly
possessively	possessive @@ly
acidulous	acidulate @@ous
playlet	play @@let
overt	overt
housing	housing
holloa	holloa
disaffect	dis @@affect
fend	fend
bloody	blood @@y
smilax	smilax
glorification	glorify @@ation
unfriendly	un @@friendly
recuperative	recuperation @@ive
fate	fate
paving	paving
dumper	dump @@er
unaccustomed	un @@accustomed
then	then
