bermimpi	ber mimpi
saudaranya	saudara nya
mencuci	men cuci
karir	karir
menjadikan	men jadi kan
alamiah	alamiah
teknisnya	teknis nya
penagih	pen tagih
menyepelekan	men sepele kan
badai	badai
artinya	arti nya
dinyatakan	di nyata kan
disipliner	disipliner
triwulan	triwulan
diluncurkan	di luncur kan
khawatirkan	khawatir kan
bergantungnya	ber gantung nya
mengabaikannya	men abai kan nya
kejam	kejam
ukur	ukur
diembankan	di emban kan
terseleksi	ter seleksi
dokumenter	dokumenter
mendapat	men dapat
udaranya	udara nya
mengagendakan	men agenda kan
membelah	men belah
mencipratkan	men ciprat kan
menerpa	men terpa
kelihatannya	ke lihat an nya
diluruskan	di lurus kan
takluk	takluk
menyumbang	men sumbang
pertambahan	per tambah an
bahasan	bahas an
penerbit	pen terbit
tanya	tanya
kalender	kalender
mengijinkan	men ijin kan
kakeknya	kakek nya
menyurati	men surat i
bertuan	ber tuan
tembusan	tembus an
kami	kami
perayaan	pen raya an
dibunyikan	di bunyi kan
bersedia	ber sedia
penjualannya	pen jual an nya
imunisasi	imunisasi
terhitung	ter hitung
pembangunannya	pen bangun an nya
antarresponden	antar responden
berendam	ber rendam
agungnya	agung nya
pengumpul	pen kumpul
penanganannya	pen tangan an nya
perunggu	perunggu
terdapat	ter dapat
kecilnya	kecil nya
pembunuhan	pen bunuh an
lambat	lambat
berpotensi	ber potensi
baki	bak i
penambah	pen tambah
perdata	perdata
penuntut	pen tuntut
menolongnya	men tolong nya
diwarisi	di waris i
merumput	men rumput
miliki	milik i
memperlihatkan	men lihat kan
juara	juara
penunjang	pen tunjang
diimbangi	di imbang i
sendirinya	sendiri nya
sesederhana	se sederhana
memukul	men pukul
dilarang	di larang
olahannya	olah an nya
teknis	teknis
membayang	men bayang
antargereja	antar gereja
sangkakala	sangkakala
tabir	tabir
pembekuan	pen beku an
cengkehnya	cengkeh nya
goyangkan	goyang kan
emas	emas
konstitusi	konstitusi
depresi	depresi
organ	organ
keberadaannya	keberadaan nya
layaknya	layak nya
pipa	pipa
jauhnya	jauh nya
terhindar	ter hindar
diidentifikasikan	di identifikasi kan
lucunya	lucu nya
awet	awet
menempuh	men tempuh
hindari	hindar i
menyelubungi	men selubung i
lehernya	leher nya
direlokasi	di relokasi
ketidakcocokan	ke tidak cocok an
cukurnya	cukur nya
inflasi	inflasi
tangannya	tangan nya
menjajaki	men jajak i
minum	minum
latar	latar
tertipu	ter tipu
kacau	kacau
pengangkatannya	pen angkat an nya
digolongkan	di golong kan
membidangi	men bidang i
berbisik	ber bisik
perhitungannya	per hitung an nya
berorientasi	ber orientasi
terhindarkan	ter hindar kan
dinikahinya	di nikah i nya
besarnya	besar nya
membakar	men bakar
mengikutinya	men ikut i nya
diperlunak	di per lunak
sepak	sepak
tertindas	ter tindas
biologi	biologi
legenda	legenda
pendanaannya	pen dana an nya
mencondongkan	men condong kan
khasiatnya	khasiat nya
agen	agen
digerakkan	di gerak kan
meraih	men raih
iblis	iblis
capnya	cap nya
perseroan	perseroan
diantar	di antar
santri	santri
keluarnya	keluar nya
nenek	nenek
perserikatan	per serikat an
perempuan	perempuan
situs	situs
timbul	timbul
pemberitaan	pen berita an
menyapa	men sapa
diarahkan	di arah kan
dideklarasikan	di deklarasi kan
maraknya	marak nya
enggannya	enggan nya
pelarangan	pen larang an
pencobaan	pen coba an
diliputi	di liput i
militan	militan
favoritnya	favorit nya
mengutus	men utus
menggapai	men gapai
mengarahkanku	men arah kan ku
efektif	efektif
memproduksi	men produksi
departemennya	departemen nya
dihidangkan	di hidang kan
mengeraskan	men keras kan
dicuri	di curi
anakku	anak ku
setir	setir
mendekatinya	men dekat i nya
tegas	tegas
pengoleksi	pen koleksi
membasuh	men basuh
mendaur	men daur
peneguhan	pen teguh an
penyedot	pen sedot
melindungi	men lindung i
fondasi	fondasi
penghancur	pen hancur
direformasi	di reformasi
menerimanya	men terima nya
tangis	tangis
terserap	ter serap
pengamatannya	pengamat an nya
roboh	roboh
soal	soal
mengkoordinasi	men koordinasi
amati	amati
diselenggarakan	di selenggara kan
karpet	karpet
meraup	men raup
dikenakannya	di kena kan nya
fakultas	fakultas
kupercaya	ku percaya
pembentuk	pen bentuk
melompat	men lompat
terjamin	ter jamin
bergizi	ber gizi
ditebang	di tebang
bayangkan	bayang kan
teratas	ter atas
sekehendaknya	se kehendak nya
transplantasi	transplantasi
loncatan	loncat an
merelokasikan	men relokasi kan
dikhotbahkan	di khotbah kan
bibit	bibit
abu	abu
ketidaksetiaan	ke tidak setia an
percayai	percaya i
dimaknai	di makna i
proyek	proyek
wartawan	wartawan
diorganisasi	di organisasi
karib	karib
ramainya	ramai nya
kutinggalkan	ku tinggal kan
orangtuaku	orangtua aku
terkonsolidasi	ter konsolidasi
dijerumuskan	di jerumus kan
januari	januari
pengangguran	pen anggur an
langganan	langgan an
kudus	kudus
membicarakannya	men bicara kan nya
nikah	nikah
kondisi	kondisi
dianalisis	di analisis
dikemukakan	di kemuka kan
kunyah	kunyah
sedia	sedia
mengajarnya	men ajar nya
bekal	bekal
melahirkan	men lahir kan
kotor	kotor
semula	se mula
diujicobakan	di ujicoba kan
berawak	ber awak
penyembahan	pen sembah an
beroperasinya	ber operasi nya
duri	duri
bibirnya	bibir nya
pergantian	per ganti an
dilemahkan	di lemah kan
pendamai	pen damai
belanda	belanda
opsi	opsi
peralihan	per alih an
depkeu	depkeu
sedekahmu	sedekah mu
dikekang	di kekang
keluarga	keluarga
membujuknya	men bujuk nya
sesi	sesi
ubah	ubah
terjal	terjal
menerbitkan	men terbit kan
muramku	muram ku
ketidaksepakatan	ke tidak sepakat an
jasa	jasa
punyai	punya i
panjang	panjang
musiman	musim an
berlanjutnya	ber lanjut nya
bawahannya	bawah an nya
terpinggirkan	ter pinggir kan
terputus	ter putus
mertuanya	mertua nya
keliling	keliling
kekal	kekal
institusinya	institusi nya
susut	susut
domba	domba
memungkinkan	memungkinkan
terduga	ter duga
diklasifikasi	di klasifikasi
dikapalkan	di kapal kan
diinginkannya	di ingin kan nya
supir	supir
mesir	mesir
kuharap	ku harap
keterampilannya	keterampilan nya
memegangnya	men pegang nya
pamannya	paman nya
khusus	khusus
perhutanan	per hutan an
hadir	hadir
bersaat	ber saat
terkuras	ter kuras
sutera	sutera
pesan	pesan
sepuasnya	se puas nya
terbawa	ter bawa
altar	altar
sebaran	sebar an
status	status
bercanda	ber canda
mengelompok	men kelompok
mentah	mentah
pengertiannya	pengertian nya
pengembaraan	pen kembara an
nyanyiannya	nyanyi an nya
disekolahkan	di sekolah kan
pembayar	pen bayar
jemaatnya	jemaat nya
menghilang	men hilang
luangkan	luang kan
diusahakan	di usaha kan
bentuk	bentuk
bertanam	ber tanam
menyulitkan	men sulit kan
pengurusnya	pen urus nya
terkhusus	ter khusus
dikompensasikan	di kompensasi kan
diumpankan	di umpan kan
mata	mata
banyaknya	banyak nya
seakurat	se akurat
cepatnya	cepat nya
sangsi	sangsi
tereliminasi	ter eliminasi
kiosnya	kios nya
perahu	perahu
menagih	men tagih
sebaik	se baik
arif	arif
didekatnya	di dekat nya
persaingan	per saing an
posko	posko
curahan	curah an
juru	juru
girang	girang
omong	omong
mengelompokkannya	men kelompok kan nya
permukaan	per muka an
pertenunan	per tenun an
pejuang	pejuang
menerjemahkannya	men terjemah kan nya
kongres	kongres
kereta	kereta
menyiasati	men siasat i
berprinsip	ber prinsip
lambannya	lamban nya
posyandunya	posyandu nya
dipahaminya	di paham i nya
tubuhku	tubuh ku
menemani	men teman i
penyesuaian	pen sesuai an
didukung	di dukung
pelanggarannya	pen langgar an nya
menonjolkan	men tonjol kan
biografi	biografi
ditelanjangi	di telanjang i
bicarakan	bicara kan
otonominya	otonomi nya
diterapkan	di terap kan
keluarkan	keluar kan
disisi	di sisi
karun	karun
diadaptasi	di adaptasi
padang	padang
sengit	sengit
mendiversifikasi	men diversifikasi
bubungan	bubung an
mengecil	men kecil
mempercayakan	men percaya kan
permennya	permen nya
efek	efek
telpon	telpon
menyetor	men setor
rasio	rasio
tekun	tekun
beritakan	berita kan
konsumen	konsumen
tertuju	ter tuju
mengingatmu	men ingat mu
raya	raya
antik	antik
pelacur	pen lacur
tembakau	tembakau
dilumpuhkan	di lumpuh kan
diredupkan	di redup kan
penyatuan	pen satu an
secangkir	se cangkir
revolusi	revolusi
diminimalkan	di minimal kan
bersalin	ber salin
paket	paket
akal	akal
pakaian	pakai an
pohonnya	pohon nya
persahabatan	per sahabat an
menjejakkan	men jejak kan
komentar	komentar
disita	di sita
selasa	selasa
memalsukan	men palsu kan
diambil	di ambil
dibicarakan	di bicara kan
impiannya	impian nya
resminya	resmi nya
klaim	klaim
bilik	bilik
menyatakannya	men nyata kan nya
tabungan	tabung an
dihalangi	di halang i
bertempat	ber tempat
kita	kita
meletakkan	men letak kan
obyeknya	obyek nya
gubernurnya	gubernur nya
menyerupai	men serupa i
membedah	men bedah
hitung	hitung
terdaftar	ter daftar
menyuratkan	men surat kan
dipertimbangkan	di per timbang kan
konkret	konkret
tersesatnya	ter sesat nya
penebangan	pen tebang an
terpenting	ter penting
bawakan	bawa kan
melampirkan	men lampir kan
tekanan	tekan an
bermula	ber mula
manusia	manusia
mengenangnya	men kenang nya
dihiasi	di hias i
produksinya	produksi nya
menerangkan	men terang kan
disodorkan	di sodor kan
pertanggungan	per tanggung an
basah	basah
ciptanya	cipta nya
bunuh	bunuh
jenis	jenis
padat	padat
induknya	induk nya
pendaratan	pen darat an
mengambilkanku	men ambil kan ku
memasang	men pasang
omongnya	omong nya
antarteman	antar teman
kuabaikan	ku abai kan
penerimanya	pen terima nya
konsep	konsep
perlukan	perlu kan
dadanya	dada nya
tatapan	tatap an
ditempuh	di tempuh
salib	salib
dikaruniai	di karunia i
berpaut	ber paut
simpan	simpan
mendekati	men dekat i
abjad	abjad
disadarkan	di sadar kan
berpendapat	ber pen dapat
mewajibkan	men wajib kan
kelahiran	ke lahir an
organik	organik
jelek	jelek
solusinya	solusi nya
diestimasi	di estimasi
dikonfirmasi	di konfirmasi
jujur	jujur
bajak	bajak
pelantikan	pen lantik an
tenggang	tenggang
jumlahnya	jumlah nya
gigi	gigi
menegakkan	men tegak kan
mini	min i
perumpamaan	per umpama an
mengingatkannya	men ingat kan nya
sebanyak	se banyak
sayapnya	sayap nya
menyalurkannya	men salur kan nya
disarankan	di saran kan
mampuan	mampu an
diteladani	di teladan i
belalang	belalang
pipi	pipi
masuknya	masuk nya
pemekaran	pen mekar an
berimplikasi	ber implikasi
sampaikan	sampai kan
gubernur	gubernur
menghimbau	men himbau
dititipkan	di titip kan
dilahirkan	di lahir kan
empuk	empuk
terjaga	ter jaga
ingini	ingin i
murahnya	murah nya
sesignifikan	se signifikan
menginstruksikan	men instruksi kan
terhebat	ter hebat
berkesempatan	ber kesempatan
perjudian	per judi an
menuntun	men tuntun
industri	industri
mendengarnya	men dengar nya
mengeksploitasi	men eksploitasi
ketidakseragaman	ke tidak seragam an
muara	muara
mencabut	men cabut
menjuarai	men juara i
sehebat	se hebat
tukar	tukar
dihasilkannya	di hasil kan nya
norwegia	norwegia
serigala	serigala
anjurkan	anjur kan
pengumuman	pen umum an
enggan	enggan
ditaburkan	di tabur kan
disambut	di sambut
disalahkan	di salah kan
diobservasi	di observasi
anjingnya	anjing nya
senapan	senapan
celaka	celaka
hafalan	hafal an
persentasenya	persentase nya
dipanggil	di panggil
ratu	ratu
mengencangkan	men kencang kan
disana	di sana
siswanya	siswa nya
bersahabat	ber sahabat
mengedarkan	men edar kan
terhampar	ter hampar
terpadu	ter padu
memperkarakan	men perkara kan
usul	usul
pelayan	pen layan
mengenang	men kenang
penentu	pen tentu
menghayati	men hayat i
batasan	batas an
penggaduhan	pen gaduh an
sebangsamu	se bangsa mu
berpasir	ber pasir
mengkompromikan	men kompromi kan
hantu	hantu
mengubahkan	men ubah kan
menghubunginya	men hubung i nya
analisi	analis i
modul	modul
sebutkan	sebut kan
mendasar	men dasar
diperhitungkan	di per hitung kan
perantaraan	perantara an
menstimulasi	men stimulasi
tubuhmu	tubuh mu
sederhana	sederhana
dosa	dosa
akurat	akurat
pemberiannya	pen beri an nya
egois	egois
tinjauan	tinjau an
bertransaksi	ber transaksi
anggukan	angguk an
balasan	balas an
pegangannya	pegang an nya
nyeri	nyeri
mencampur	men campur
mengimplementasikan	men implementasi kan
dibelanjakan	di belanja kan
memanah	men panah
erat	erat
kuponnya	kupon nya
ditakuti	di takut i
proposal	proposal
ahli	ahli
taktik	taktik
terindikasi	ter indikasi
video	video
didiskusikan	di diskusi kan
menenun	men tenun
laju	laju
tulis	tulis
mulut	mulut
penanganan	pen tangan an
liga	liga
gugat	gugat
sekantung	se kantung
menimba	men timba
lelang	lelang
menggratiskan	men gratis kan
tugasku	tugas ku
pidatonya	pidato nya
bicaranya	bicara nya
film	film
konsekuensinya	konsekuensi nya
gagasan	gagas an
mendeskripsikan	men deskripsi kan
belokan	belok an
keping	keping
pergunungan	per gunung an
keseharian	keseharian
mengguncangkan	men guncang kan
berkarya	ber karya
pengusahaan	pen usaha an
jurnalisme	jurnalisme
dunia	dunia
bidangnya	bidang nya
memuat	men muat
bakunya	baku nya
kritikan	kritik an
mengingat	men ingat
kekalnya	kekal nya
mekanisme	mekanisme
penahanan	pen tahan an
parah	parah
luka	luka
kucapai	ku capai
terik	terik
dipacu	di pacu
diselidiki	di selidik i
diperbaruinya	di per baru i nya
membelikan	men beli kan
mempersoalkan	men soal kan
cuaca	cuaca
favorit	favorit
pemanfaatannya	pen manfaat an nya
lautnya	laut nya
legislatif	legislatif
harta	harta
diminum	di minum
mendiami	men diam i
mengencerkan	men encer kan
mencakup	men cakup
jaga	jaga
buku	buku
silam	silam
pedesaannya	pedesaan nya
sebatang	se batang
terbang	terbang
penguatan	pen kuat an
firdaus	firdaus
terdahulu	terdahulu
kebutuhanmu	ke butuh an mu
menyempurnakan	men sempurna kan
mengumumkan	men umum kan
biayanya	biaya nya
plastiknya	plastik nya
penyejuk	pen sejuk
hubungi	hubung i
perkuliahan	per kuliah an
kliping	kliping
dikompromikan	di kompromi kan
permukiman	per mukim an
penciumannya	pen cium an nya
handal	handal
berbukit	ber bukit
menciptakan	men cipta kan
formatnya	format nya
terpenjara	ter penjara
agama	agama
rajaku	raja aku
busuk	busuk
perorangan	per orang an
koran	koran
pinjam	pinjam
pengajuan	pen aju an
berkeliaran	ber ke liar an
asumsinya	asumsi nya
condong	condong
menangi	menang i
belasan	belas an
anehnya	aneh nya
perbukitan	per bukit an
maut	maut
didengar	di dengar
hormat	hormat
tambah	tambah
bermusuhan	ber musuh an
detik	detik
pemdanya	pemda nya
tolong	tolong
wajan	wajan
alumni	alumni
diijinkan	di ijin kan
sosis	sosis
ungkapkan	ungkap kan
sanksinya	sanksi nya
modal	modal
pelajarannya	pelajar an nya
mencocokkannya	men cocok kan nya
pandu	pandu
pencabutan	pen cabut an
repot	repot
federal	federal
sepeda	sepeda
pasien	pasien
pemilahan	pen pilah an
narkoba	narkoba
kontrak	kontrak
hiburan	hibur an
menerpanya	men terpa nya
nurani	nurani
meneg	meneg
menurunkan	men turun kan
diterjang	di terjang
membawahi	men bawah i
ditaruhnya	di taruh nya
menitipkan	men titip kan
perpajakan	per pajak an
prestasi	prestasi
kabel	kabel
bebas	bebas
mengintensifkan	men intensif kan
sukacitaku	sukacita aku
dipukuli	di pukul i
bidikannya	bidik an nya
perawat	pen rawat
digenapi	di genap i
empunya	empunya
seniman	seniman
berjuang	ber juang
kebangunan	ke bangun an
beradik	ber adik
interiornya	interior nya
lupa	lupa
dilangsungkan	di langsung kan
mencolok	men colok
menyatukan	men satu kan
memaparkan	men papar kan
menyeimbangkan	men seimbang kan
bangsawan	bangsa wan
bertenaga	ber tenaga
harfiah	harfiah
mengakomodasi	men akomodasi
pertobatannya	per tobat an nya
merepresentasi	men representasi
alat	alat
berbicara	ber bicara
dukanya	duka nya
disalibkan	di salib kan
pembidiknya	pen bidik nya
rekannya	rekan nya
memeliharamu	men pelihara mu
kagumi	kagum i
menginvestigasi	men investigasi
menerapkan	men terap kan
variasi	variasi
berkonsentrasi	ber konsentrasi
tampil	tampil
gusar	gusar
mei	mei
dimiliki	di milik i
belgia	belgia
reproduksi	reproduksi
pengertian	pengertian
terbit	terbit
sinkronisasi	sinkronisasi
plastik	plastik
muslimah	muslimah
sikap	sikap
maaf	maaf
bersumpah	ber sumpah
sepatah	se patah
yakin	yakin
minggunya	minggu nya
dibiayai	di biaya i
terbuang	ter buang
penebal	pen tebal
perhentian	per henti an
menguasainya	men kuasa i nya
sentuhan	sentuh an
memayungi	men payung i
pergumulannya	per gumul an nya
pesat	pesat
menebus	men tebus
berimbangnya	ber imbang nya
islami	islam i
menabur	men tabur
aus	aus
bersiul	ber siul
belah	belah
hayati	hayat i
digelar	di gelar
menggariskan	men garis kan
memerlukan	men perlu kan
munafik	munafik
kuncinya	kunci nya
menjangkaunya	men jangkau nya
diskon	diskon
terhimpun	ter himpun
lembab	lembab
tulisan	tulis an
kering	kering
parsial	parsial
memanjatkan	men panjat kan
kosmetik	kosmetik
optimalnya	optimal nya
meniru	men tiru
duplikasi	duplikasi
rambutmu	rambut mu
menyukseskan	men sukses kan
mengijonkan	men ijon kan
selaras	selaras
tutup	tutup
menetes	men tetes
dikhianati	di khianat i
tongkatnya	tongkat nya
perbudakan	per budak an
dibekali	di bekal i
antarruangan	antar ruang an
mengontak	men kontak
antarsekolah	antar sekolah
berlebihan	ber lebih an
tercabut	ter cabut
menjaminkan	men jamin kan
camat	camat
bagikan	bagi kan
managemen	managemen
kampus	kampus
percayanya	percaya nya
antarwarga	antar warga
penundaan	pen tunda an
berkurangnya	ber kurang nya
mm	mm
menggerakkan	men gerak kan
pergolakan	per golak an
kutipan	kutip an
mengejutkannya	men kejut kan nya
medali	medali
kawannya	kawan nya
terkenang	ter kenang
berkawan	ber kawan
umpan	umpan
pikun	pikun
cercaan	cerca an
parameter	parameter
ruh	ruh
batu	batu
menuntaskan	men tuntas kan
negarawan	negara wan
berkenaan	ber kena an
misi	misi
ulasan	ulas an
lukanya	luka nya
diberkati	di berkat i
mendebarkan	men debar kan
mengefektifkan	men efektif kan
menghilangkannya	men hilang kan nya
suksesi	sukses i
sesali	sesal i
bermainnya	ber main nya
sifatnya	sifat nya
menaruh	men taruh
dipanen	di panen
bibir	bibir
peternakannya	peternakan nya
pendamaian	pen damai an
panjangnya	panjang nya
menyadarinya	men sadar i nya
menunggak	men tunggak
dewasa	dewasa
tempat	tempat
tertundanya	ter tunda nya
ilmu	ilmu
berbuat	ber buat
terbunuhnya	ter bunuh nya
ulama	ulama
implementasinya	implementasi nya
transportasi	transportasi
melampirkannya	men lampir kan nya
beregenerasi	ber regenerasi
dahsyat	dahsyat
tengahnya	tengah nya
tuaku	tua aku
anjloknya	anjlok nya
wawancara	wawancara
sedahsyat	se dahsyat
menggali	men gali
menilik	men tilik
dipinjamkan	di pinjam kan
substansi	substansi
penyelesai	pen selesai
tersingkat	ter singkat
ritel	ritel
paragraf	paragraf
menunjang	men tunjang
pembebasan	pen bebas an
material	material
kotanya	kota nya
unggulannya	unggul an nya
arogan	arogan
meminjamkan	men pinjam kan
logam	logam
izin	izin
pemberi	pen beri
pembaru	pen baru
berkompromi	ber kompromi
diasosiasikan	di asosiasi kan
kumulatif	kumulatif
berpegang	ber pegang
api	api
memeliharaku	men pelihara aku
perpanjangan	per panjang an
jajarannya	jajar an nya
muram	muram
fotonya	foto nya
beracun	ber racun
dirancang	di rancang
diadakan	di ada kan
melunasi	men lunas i
licin	licin
penanya	pen tanya
terpandang	ter pandang
mempengaruhi	men pengaruh i
busuknya	busuk nya
observasi	observasi
hutan	hutan
tenis	tenis
tiba	tiba
dijelaskan	di jelas kan
zaman	zaman
intim	intim
perantara	perantara
sayang	sayang
kesenjangan	kesenjangan
pinang	pinang
individu	individu
rupiah	rupiah
upacara	upacara
mengepalai	men kepala i
tersiar	ter siar
senjatanya	senjata nya
cangkir	cangkir
tergusur	ter gusur
dipukul	di pukul
mendominasi	men dominasi
dimapankan	di mapan kan
menggelapkan	men gelap kan
senasib	se nasib
teritorial	teritorial
penagihannya	pen tagih an nya
meluangkan	men luang kan
iurannya	iuran nya
munculnya	muncul nya
jutaan	juta an
menghancurkan	men hancur kan
bidikan	bidik an
demobilisasi	demobilisasi
rutinitas	rutinitas
hangat	hangat
perburuan	per buru an
sahabat	sahabat
terbentang	ter bentang
diupah	di upah
gemuruh	gemuruh
tambahkan	tambah kan
penyadaran	pen sadar an
cuma	cuma
menampik	men tampik
tindihnya	tindih nya
penuh	penuh
teralihkan	ter alih kan
tuna	tuna
game	game
tertangkap	ter tangkap
nonpertanian	non per tani an
dipantau	di pantau
pikirannya	pikir an nya
berjabat	ber jabat
pelelangan	pen lelang an
antrinya	antri nya
diwarnai	di warna i
meneguhkan	men teguh kan
pengungsi	pen ungsi
mengusulkannya	men usul kan nya
masanya	masa nya
menyeberang	men seberang
meneliti	men teliti
menyerap	men serap
reaktif	reaktif
wajah	wajah
berbalik	ber balik
tertunda	ter tunda
menindaklanjuti	men tindaklanjut i
menanti	menanti
mengirimkan	men kirim kan
mengubah	men ubah
buruh	buruh
berpalang	ber palang
setia	setia
ketuanya	ketua nya
jembatan	jembatan
cucu	cucu
perancang	pen rancang
dilukai	di luka i
keluhannya	keluh an nya
menekankan	men tekan kan
mencobai	men coba i
uu	uu
denda	denda
menyinggung	men singgung
atletik	atletik
fitur	fitur
dicap	di cap
jawabnya	jawab nya
kalah	kalah
menundukkan	men tunduk kan
membekukan	men beku kan
kupelajari	ku pelajar i
terganggunya	ter ganggu nya
pencapaian	pen capai an
mengatur	men atur
tunangan	tunang an
diolesi	di oles i
depan	depan
kanada	kanada
suratnya	surat nya
didelegasikan	di delegasi kan
asian	asian
pemborosan	pen boros an
serang	serang
berjiwa	ber jiwa
kegemaran	ke gemar an
cemas	cemas
berkeramik	ber keramik
kupasang	ku pasang
penagihan	pen tagih an
mendulang	men dulang
salinannya	salin an nya
dicapai	di capai
menahan	men tahan
pukulan	pukul an
lamaran	lamar an
bobot	bobot
berkabut	ber kabut
pengolah	pen olah
puasa	puasa
berargumentasi	ber argumentasi
sejuk	sejuk
selusin	se lusin
tandai	tanda i
pembicaraan	pen bicara an
menunjukkan	men tunjuk kan
umatnya	umat nya
gugatan	gugat an
cacat	cacat
diukir	di ukir
terobsesi	ter obsesi
islam	islam
gajinya	gaji nya
menyentuhnya	men sentuh nya
dipenjara	di penjara
tersambar	ter sambar
diperanakkan	di per anak kan
menggabungkan	men gabung kan
berawalan	ber awal an
barangsiapa	barangsiapa
menghampiri	men hampiri
bersembunyi	ber sembunyi
instruksi	instruksi
ditebus	di tebus
dagingku	daging ku
tergantikan	ter ganti kan
mengurangi	men kurang i
suaminya	suami nya
watak	watak
terpisah	ter pisah
bantu	bantu
nutrisinya	nutrisi nya
memisahkannya	men pisah kan nya
bayinya	bayi nya
penyajian	pen saji an
pisaunya	pisau nya
pertengahan	per tengah an
luwes	luwes
memperparah	men parah
porsi	porsi
andalan	andal an
terlontar	ter lontar
pelantikannya	pen lantik an nya
tembakan	tembak an
cuci	cuci
penerapan	pen terap an
beratnya	berat nya
beraksi	ber aksi
institusi	institusi
payung	payung
balap	balap
berdetak	ber detak
kalung	kalung
perhubungan	per hubung an
kontribusinya	kontribusi nya
independensinya	independensi nya
bermasyarakat	ber masyarakat
makannya	makan nya
manja	manja
perjamuan	per jamu an
percakapan	per cakap an
patriotik	patriotik
direnovasi	di renovasi
topik	topik
diantisipasi	di antisipasi
korelasi	korelasi
membatu	men batu
mengejar	men kejar
diingatnya	di ingat nya
kutuju	ku tuju
dinikahi	di nikah i
dibunuh	di bunuh
lingkaran	lingkar an
rincian	rinci an
gurunya	guru nya
memungkinkannya	memungkinkan nya
majelis	majelis
dicontohkan	di contoh kan
dewasanya	dewasa nya
dimusnahkan	di musnah kan
cadangan	cadang an
bolos	bolos
inisial	inisial
ekspresi	ekspresi
dimotivasi	di motivasi
tinju	tinju
instrumen	instrumen
dihitung	di hitung
sisi	sisi
menyalahgunakan	men salahguna kan
junjunganku	junjung an ku
bertahan	ber tahan
bertobat	ber tobat
hariannya	hari an nya
anjuran	anjur an
menjalar	men jalar
pikiranmu	pikir an mu
menamainya	men nama i nya
ucapan	ucap an
gemuk	gemuk
verifikasinya	verifikasi nya
tersajikan	ter saji kan
pulang	pulang
komunikasi	komunikasi
matinya	mati nya
sejarah	sejarah
memfotokopi	men fotokopi
mahabintang	mahabintang
pencari	pen cari
komedi	komedi
sahnya	sah nya
pengaruhnya	pengaruh nya
penjagaan	pen jaga an
didiagnosis	di diagnosis
subkontraknya	subkontrak nya
lunas	lunas
sanksi	sanksi
ditanggulangi	di tanggulang i
terserang	ter serang
landas	landas
mengomentari	men komentar i
kelasnya	kelas nya
dicobai	di coba i
diskualifikasi	diskualifikasi
pempublikasian	pen publikasi an
diakumulasikannya	di akumulasi kan nya
anut	anut
sayangnya	sayang nya
tunggakannya	tunggak an nya
mencurigai	men curiga i
web	web
meriah	meriah
berderit	ber derit
slogan	slogan
balita	balita
transparan	transparan
permata	permata
disusul	di susul
nasabahnya	nasabah nya
diraih	di raih
ri	ri
dihargai	di harga i
berbeban	ber beban
terikatnya	ter ikat nya
berlayar	ber layar
cahaya	cahaya
dikupas	di kupas
sebutan	sebut an
taurat	taurat
rapuhnya	rapuh nya
airnya	air nya
insinyur	insinyur
menanganinya	men tangan i nya
istana	istana
gunung	gunung
kontribusi	kontribusi
isak	isak
terbayang	ter bayang
adikku	adik ku
keandalan	ke andal an
mengkhususkan	men khusus kan
dibatalkan	di batal kan
aceh	aceh
negatifnya	negatif nya
lusinan	lusin an
ketidaklengkapan	ke tidak lengkap an
ditembuskan	di tembus kan
pesertanya	peserta nya
lindung	lindung
berperang	ber perang
nafsu	nafsu
bangunan	bangun an
merantai	men rantai
sabaran	sabar an
relevansi	relevansi
dicuci	di cuci
tiketnya	tiket nya
menyambut	men sambut
perangkat	perangkat
mengkoordinir	men koordinir
penuntun	pen tuntun
membungkus	men bungkus
seni	seni
mengganti	men ganti
bawahnya	bawah nya
memberlakukan	men ber laku kan
mengajari	men ajar i
aktivitas	aktivitas
dikorbankan	di korban kan
sosial	sosial
benarnya	benar nya
gabus	gabus
dewa	dewa
teramati	ter amati
terancam	ter ancam
penyerapan	pen serap an
biologis	biologis
serap	serap
mendatangkan	men datang kan
banyak	banyak
sertifikatnya	sertifikat nya
teridentifikasi	ter identifikasi
karakteristik	karakteristik
ketidaksuburan	ke tidak subur an
yunani	yunani
hungaria	hungaria
meredakan	men reda kan
diikutsertakan	di ikutserta kan
rancu	rancu
putranya	putra nya
ikuti	ikut i
cadang	cadang
steril	steril
mewujudkan	men wujud kan
maksudkan	maksud kan
tersisihkan	ter sisih kan
aspek	aspek
masuk	masuk
pembalasan	pen balas an
diciptakan	di cipta kan
kesehariannya	keseharian nya
menjual	men jual
terawat	ter rawat
cinta	cinta
disenangi	di senang i
berinisiatif	ber inisiatif
pengetikan	pen ketik an
tampak	tampak
kemunculan	ke muncul an
jangkau	jangkau
mengkhianati	men khianat i
pungutnya	pungut nya
kuadratnya	kuadrat nya
tersendat	tersendat
tersebut	ter sebut
perikanan	per ikan an
tabrak	tabrak
otonomi	otonomi
umur	umur
automotif	automotif
pergi	pergi
piranti	piranti
dipikirnya	di pikir nya
alternatifnya	alternatif nya
bersorak	ber sorak
teraman	ter aman
dukungan	dukung an
ketidakpekaan	ke tidak peka an
tercurah	ter curah
hadapi	hadap i
pendekatannya	pen dekat an nya
sibuknya	sibuk nya
balok	balok
mengabulkan	men kabul kan
kantong	kantong
pandangan	pandang an
pengukuran	pen ukur an
